depmap_id	cell_line_display_name	lineage_1	lineage_2	lineage_3	lineage_6	lineage_4
ACH-001400	SW954	Vulva/Vagina	Squamous Cell Carcinoma of the Vulva/Vagina	Squamous Cell Carcinoma of the Vulva/Vagina		
ACH-000358	NCIH69	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer		
ACH-000884	MDAMB435S	Skin	Melanoma	Melanoma		
ACH-000883	SW1783	CNS/Brain	Diffuse Glioma	Anaplastic Astrocytoma		
ACH-000799	HS695T	Skin	Melanoma	Melanoma		
ACH-000067	HS683	CNS/Brain	Diffuse Glioma	Oligodendroglioma		
ACH-000075	U87MG	CNS/Brain	Diffuse Glioma	Glioblastoma		
ACH-000014	HS294T	Skin	Melanoma	Melanoma		
ACH-001529	JAR	Uterus	Gestational Trophoblastic Disease	Choriocarcinoma		
ACH-000389	H4	CNS/Brain	Diffuse Glioma	Astrocytoma		
ACH-000040	U118MG	CNS/Brain	Diffuse Glioma	Astrocytoma		
ACH-000133	HS729	Fibroblast	Non-Cancerous	Fibroblast		
ACH-000041	RDES	Bone	Ewing Sarcoma	Ewing Sarcoma	EWS::FLI	
ACH-001421	WERIRB1	Eye	Retinoblastoma	Retinoblastoma		
ACH-000800	NCIH446	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer		
ACH-000506	NCIH146	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer		
ACH-000638	NCIH441	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-000463	NCIH460	Lung	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma		
ACH-000628	NCIH596	Lung	Non-Small Cell Lung Cancer	Lung Adenosquamous Carcinoma		
ACH-000395	NCIH520	Lung	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma		
ACH-000853	NCIH661	Lung	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma		
ACH-000055	D283MED	CNS/Brain	Embryonal Tumor	Medulloblastoma	MYC Exp	
ACH-000211	DAOY	CNS/Brain	Embryonal Tumor	Medulloblastoma	MYC No	
ACH-000095	D341MED	CNS/Brain	Embryonal Tumor	Medulloblastoma	MYC Amplified	
ACH-000242	RT4	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma		
ACH-000019	MCF7	Breast	Invasive Breast Carcinoma	Invasive Breast Carcinoma	ER+	
ACH-000839	SCABER	Bladder/Urinary Tract	Bladder Squamous Cell Carcinoma	Bladder Squamous Cell Carcinoma		
ACH-001333	C33A	Cervix	Cervical Squamous Cell Carcinoma	Cervical Squamous Cell Carcinoma		
ACH-001525	HT3	Cervix	Cervical Adenocarcinoma	Cervical Adenocarcinoma		
ACH-001360	MS751	Cervix	Cervical Squamous Cell Carcinoma	Cervical Squamous Cell Carcinoma		
ACH-000556	SIHA	Cervix	Cervical Squamous Cell Carcinoma	Cervical Squamous Cell Carcinoma		
ACH-001530	JEG3	Uterus	Gestational Trophoblastic Disease	Choriocarcinoma		
ACH-000003	CACO2	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma		
ACH-000552	HT29	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma		
ACH-000400	SKCO1	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma		
ACH-000018	T24	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma		
ACH-000740	A253	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma		
ACH-000846	FADU	Head and Neck	Head and Neck Squamous Cell Carcinoma	Hypopharynx Squamous Cell Carcinoma		
ACH-000555	A498	Kidney	Renal Cell Carcinoma	Renal Cell Carcinoma		
ACH-000429	A704	Kidney	Renal Cell Carcinoma	Renal Cell Carcinoma		
ACH-000433	CAKI1	Kidney	Renal Cell Carcinoma	Renal Clear Cell Carcinoma		
ACH-000234	CAKI2	Kidney	Renal Cell Carcinoma	Papillary Renal Cell Carcinoma		
ACH-000720	TCCSUP	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma		
ACH-000361	SKHEP1	Liver	Hepatocellular Carcinoma	Hepatocellular Carcinoma		
ACH-000511	CALU1	Lung	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma		
ACH-000392	CALU3	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-000264	CALU6	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-000665	SKMES1	Lung	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma		
ACH-000669	SW900	Lung	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma		
ACH-000877	EB1	Lymphoid	Mature B-Cell Neoplasms	Burkitt Lymphoma		
ACH-001064	EB2	Lymphoid	Mature B-Cell Neoplasms	Burkitt Lymphoma		
ACH-000707	P3HR1	Lymphoid	Mature B-Cell Neoplasms	Burkitt Lymphoma		
ACH-000322	HT144	Skin	Melanoma	Melanoma		
ACH-000477	MALME3M	Skin	Melanoma	Melanoma		
ACH-000987	MEWO	Skin	Melanoma	Cutaneous Melanoma		
ACH-000348	RPMI7951	Skin	Melanoma	Melanoma		
ACH-001190	SKMEL2	Skin	Melanoma	Melanoma		
ACH-000423	SKMEL3	Skin	Melanoma	Cutaneous Melanoma		
ACH-000730	SKMEL5	Skin	Melanoma	Cutaneous Melanoma		
ACH-000001	NIHOVCAR3	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	High-Grade Serous Ovarian Cancer		
ACH-000822	SKMEL24	Skin	Melanoma	Melanoma		
ACH-000615	SKMEL28	Skin	Melanoma	Cutaneous Melanoma		
ACH-000640	SKMEL31	Skin	Melanoma	Cutaneous Melanoma		
ACH-000713	CAOV3	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	High-Grade Serous Ovarian Cancer		
ACH-000103	CAOV4	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	High-Grade Serous Ovarian Cancer		
ACH-000811	SKOV3	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Serous Ovarian Cancer		
ACH-001399	SW626	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma		
ACH-000354	CAPAN1	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma		
ACH-000107	CAPAN2	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma		
ACH-000979	DU145	Prostate	Prostate Adenocarcinoma	Prostate Adenocarcinoma		
ACH-000201	A204	Kidney	Rhabdoid Cancer	Rhabdoid Cancer		
ACH-000410	SAOS2	Bone	Osteosarcoma	Osteosarcoma		
ACH-000087	SKES1	Bone	Ewing Sarcoma	Ewing Sarcoma	EWS::FLI	
ACH-000145	SKLMS1	Soft Tissue	Leiomyosarcoma	Leiomyosarcoma		
ACH-000905	5637	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma		
ACH-001274	SW982	Soft Tissue	Synovial Sarcoma	Synovial Sarcoma		
ACH-000418	SW1353	Bone	Chondrosarcoma	Chondrosarcoma		
ACH-000364	U2OS	Bone	Osteosarcoma	Osteosarcoma		
ACH-000319	MPP89	Pleura	Pleural Mesothelioma	Pleural Mesothelioma, Epithelioid Type		
ACH-000569	ISTMES1	Pleura	Pleural Mesothelioma	Pleural Mesothelioma, Epithelioid Type		
ACH-000331	ISTMES2	Pleura	Pleural Mesothelioma	Pleural Mesothelioma, Epithelioid Type		
ACH-000464	CAS1	CNS/Brain	Diffuse Glioma	Glioblastoma		
ACH-001145	OC316	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Serous Ovarian Cancer		
ACH-000962	OC314	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Serous Ovarian Cancer		
ACH-000944	NAMALWA	Lymphoid	Mature B-Cell Neoplasms	Burkitt Lymphoma		
ACH-000609	SF126	CNS/Brain	Diffuse Glioma	Glioblastoma		
ACH-000804	NB1	Peripheral Nervous System	Neuroblastoma	Neuroblastoma	MYC Amplified	
ACH-001651	SKGI	Cervix	Cervical Squamous Cell Carcinoma	Cervical Squamous Cell Carcinoma		
ACH-001652	SKGII	Cervix	Cervical Squamous Cell Carcinoma	Cervical Squamous Cell Carcinoma		
ACH-000719	RMGI	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Clear Cell Ovarian Cancer		
ACH-000701	RMUGS	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Mucinous Ovarian Cancer		
ACH-001451	BOKU	Cervix	Cervical Squamous Cell Carcinoma	Cervical Squamous Cell Carcinoma		
ACH-000776	ONS76	CNS/Brain	Embryonal Tumor	Medulloblastoma	MYC No	
ACH-000622	KNS42	CNS/Brain	Diffuse Glioma	Glioblastoma		
ACH-000445	KNS60	CNS/Brain	Diffuse Glioma	Glioblastoma		
ACH-000479	KNS81	CNS/Brain	Diffuse Glioma	Glioblastoma		
ACH-001605	NO10	CNS/Brain	Diffuse Glioma	Glioblastoma		
ACH-000227	KPNYN	Peripheral Nervous System	Neuroblastoma	Neuroblastoma	MYC Amplified	
ACH-000231	KALS1	CNS/Brain	Diffuse Glioma	Glioblastoma		
ACH-000631	KS1	CNS/Brain	Diffuse Glioma	Glioblastoma		
ACH-000200	NMCG1	CNS/Brain	Diffuse Glioma	Glioblastoma		
ACH-000168	NOMO1	Myeloid	Acute Myeloid Leukemia	Acute Monoblastic/Monocytic Leukemia		
ACH-001150	OUMS27	Bone	Chondrosarcoma	Chondrosarcoma		
ACH-000738	GB1	CNS/Brain	Diffuse Glioma	Glioblastoma		
ACH-000269	AM38	CNS/Brain	Diffuse Glioma	Glioblastoma		
ACH-000469	YH13	CNS/Brain	Diffuse Glioma	Glioblastoma		
ACH-000076	NCO2	Myeloid	Myeloproliferative Neoplasms	Chronic Myeloid Leukemia, BCR-ABL1+	BCR::ABL1	
ACH-001517	HEC1	Uterus	Endometrial Carcinoma	Endometrial Carcinoma		
ACH-001704	VMRCMELG	Skin	Melanoma	Melanoma		
ACH-000444	LU99	Lung	Non-Small Cell Lung Cancer	Giant Cell Carcinoma of the Lung		
ACH-000062	RERFLCMS	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-000157	A4FUK	Lymphoid	Mature B-Cell Neoplasms	Diffuse Large B-Cell Lymphoma, NOS		
ACH-000524	KURAMOCHI	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	High-Grade Serous Ovarian Cancer		
ACH-000697	A3KAW	Lymphoid	Mature B-Cell Neoplasms	Diffuse Large B-Cell Lymphoma, NOS		
ACH-001642	SCC3	Lymphoid	Non-Hodgkin Lymphoma	Mature B-Cell Neoplasms		
ACH-000373	SKM1	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia		
ACH-001543	KOSC2	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma		
ACH-000564	KHM1B	Lymphoid	Mature B-Cell Neoplasms	Plasma Cell Myeloma		
ACH-000482	RERFLCKJ	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-001670	TASK1	CNS/Brain	Embryonal Tumor	Primitive Neuroectodermal Tumor		
ACH-001549	LU135	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer		
ACH-001655	SKN	Uterus	Uterine Sarcoma/Mesenchymal	Uterine Leiomyosarcoma		
ACH-000505	RKN	Soft Tissue	Leiomyosarcoma	Leiomyosarcoma		
ACH-000108	KP3	Pancreas	Adenosquamous Carcinoma of the Pancreas	Adenosquamous Carcinoma of the Pancreas		
ACH-000974	SNGM	Uterus	Endometrial Carcinoma	Endometrial Carcinoma		
ACH-000281	KP2	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma		
ACH-000347	QGP1	Pancreas	Pancreatic Neuroendocrine Tumor	Pancreatic Neuroendocrine Tumor		
ACH-001619	OCUG1	Biliary Tract	Intracholecystic Papillary Neoplasm	Gallbladder Adenocarcinoma, NOS		
ACH-001542	KON	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma		
ACH-001626	OSC20	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma		
ACH-001625	OSC19	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma		
ACH-000475	HUH1	Liver	Hepatocellular Carcinoma	Hepatocellular Carcinoma		
ACH-001540	KMLS1	Soft Tissue	Liposarcoma	Liposarcoma		
ACH-000430	TYKNU	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	High-Grade Serous Ovarian Cancer		
ACH-000796	MCAS	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Mucinous Ovarian Cancer		
ACH-000351	MKN1	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Adenosquamous Carcinoma of the Stomach		
ACH-000356	MKN45	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Diffuse Type Stomach Adenocarcinoma		
ACH-000758	MKN74	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Tubular Stomach Adenocarcinoma		
ACH-000565	RCM1	Bowel	Colorectal Adenocarcinoma	Rectal Adenocarcinoma		
ACH-000561	TDOTT	Esophagus/Stomach	Esophageal Squamous Cell Carcinoma	Esophageal Squamous Cell Carcinoma		
ACH-000480	HUH7	Liver	Hepatocellular Carcinoma	Hepatocellular Carcinoma		
ACH-000393	HLF	Liver	Hepatocellular Carcinoma	Hepatocellular Carcinoma		
ACH-002142	HUO3N1	Bone	Osteosarcoma	Osteosarcoma		
ACH-000976	HUCCT1	Biliary Tract	Intraductal Papillary Neoplasm of the Bile Duct	Intrahepatic Cholangiocarcinoma		
ACH-000808	HUH28	Biliary Tract	Intraductal Papillary Neoplasm of the Bile Duct	Intrahepatic Cholangiocarcinoma		
ACH-001526	HUO9	Bone	Osteosarcoma	Osteosarcoma		
ACH-000476	JHH4	Liver	Hepatocellular Carcinoma	Hepatocellular Carcinoma		
ACH-001716	GOTO	Peripheral Nervous System	Neuroblastoma	Neuroblastoma		
ACH-002178	NY	Bone	Osteosarcoma	Osteosarcoma		
ACH-001674	TGW	Peripheral Nervous System	Neuroblastoma	Neuroblastoma		
ACH-000472	HSC2	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma		
ACH-000778	HSC3	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma		
ACH-000607	KYM1	Kidney	Rhabdoid Cancer	Rhabdoid Cancer		
ACH-000570	YKG1	CNS/Brain	Diffuse Glioma	Glioblastoma		
ACH-000528	ABC1	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-000670	SBC5	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer		
ACH-000911	NUGC3	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Stomach Adenocarcinoma		
ACH-001307	8505C	Thyroid	Anaplastic Thyroid Cancer	Anaplastic Thyroid Cancer		
ACH-000171	VMRCRCZ	Kidney	Renal Cell Carcinoma	Renal Cell Carcinoma		
ACH-001603	NH12	Peripheral Nervous System	Neuroblastoma	Neuroblastoma		
ACH-000144	RERFGC1B	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Stomach Adenocarcinoma		
ACH-000684	KMRC1	Kidney	Renal Cell Carcinoma	Renal Clear Cell Carcinoma		
ACH-000313	KMRC3	Kidney	Renal Cell Carcinoma	Renal Clear Cell Carcinoma		
ACH-001523	HSC1	Skin	Cutaneous Squamous Cell Carcinoma	Cutaneous Squamous Cell Carcinoma		
ACH-001524	HSC5	Skin	Cutaneous Squamous Cell Carcinoma	Cutaneous Squamous Cell Carcinoma		
ACH-001521	HKA1	Skin	Cutaneous Squamous Cell Carcinoma	Cutaneous Squamous Cell Carcinoma		
ACH-001522	HMY1	Skin	Melanoma	Melanoma		
ACH-000791	RERFLCAD1	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-000774	RERFLCAD2	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-000296	OUMS23	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma		
ACH-001641	SAT	Head and Neck	Head and Neck Squamous Cell Carcinoma	Head and Neck Squamous Cell Carcinoma		
ACH-000734	JHH5	Liver	Hepatocellular Carcinoma	Hepatocellular Carcinoma		
ACH-000217	JHH6	Liver	Hepatocellular Carcinoma	Hepatocellular Carcinoma		
ACH-000848	JHH7	Liver	Hepatocellular Carcinoma	Hepatocellular Carcinoma		
ACH-001607	NOZ	Biliary Tract	Intracholecystic Papillary Neoplasm	Gallbladder Adenocarcinoma, NOS		
ACH-000467	HCC56	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma		
ACH-001645	SEKI	Skin	Melanoma	Melanoma		
ACH-000527	OVISE	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Clear Cell Ovarian Cancer		
ACH-000443	OVKATE	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	High-Grade Serous Ovarian Cancer		
ACH-000663	OVTOKO	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Clear Cell Ovarian Cancer		
ACH-000620	JHH1	Liver	Hepatocellular Carcinoma	Hepatocellular Carcinoma		
ACH-000250	KMRC20	Kidney	Renal Cell Carcinoma	Renal Clear Cell Carcinoma		
ACH-001443	ASH3	Thyroid	Anaplastic Thyroid Cancer	Anaplastic Thyroid Cancer		
ACH-000919	IM95	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Stomach Adenocarcinoma		
ACH-001528	IHH4	Thyroid	Well-Differentiated Thyroid Cancer	Papillary Thyroid Cancer		
ACH-000843	HARA	Lung	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma		
ACH-000652	SUIT2	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma		
ACH-000984	HEC6	Uterus	Endometrial Carcinoma	Uterine Adenosquamous Carcinoma		
ACH-000994	HEC59	Uterus	Endometrial Carcinoma	Endometrial Carcinoma		
ACH-000972	HEC151	Uterus	Endometrial Carcinoma	Endometrial Carcinoma		
ACH-000990	HEC108	Uterus	Endometrial Carcinoma	Endometrial Carcinoma		
ACH-001518	HEC116	Uterus	Endometrial Carcinoma	Endometrial Carcinoma		
ACH-000996	HEC251	Uterus	Endometrial Carcinoma	Endometrial Carcinoma		
ACH-000946	HEC265	Uterus	Endometrial Carcinoma	Endometrial Carcinoma		
ACH-000831	HEC50B	Uterus	Endometrial Carcinoma	Endometrial Carcinoma		
ACH-000862	KMBC2	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma		
ACH-001513	HCA1	Cervix	Cervical Adenocarcinoma	Endocervical Adenocarcinoma		
ACH-000714	KMS11	Lymphoid	Mature B-Cell Neoplasms	Plasma Cell Myeloma		
ACH-000598	KMS21BM	Lymphoid	Mature B-Cell Neoplasms	Plasma Cell Myeloma		
ACH-000576	KMS27	Lymphoid	Mature B-Cell Neoplasms	Plasma Cell Myeloma		
ACH-001541	KMS28PE	Lymphoid	Mature B-Cell Neoplasms	Plasma Cell Myeloma		
ACH-000419	KMS28BM	Lymphoid	Mature B-Cell Neoplasms	Plasma Cell Myeloma		
ACH-000541	KMS34	Lymphoid	Mature B-Cell Neoplasms	Plasma Cell Myeloma		
ACH-001515	HCS2	Cervix	Cervical Squamous Cell Carcinoma	Cervical Squamous Cell Carcinoma		
ACH-001516	HCSC1	Cervix	Cervical Adenocarcinoma	Endocervical Adenocarcinoma		
ACH-001676	TY82	Head and Neck	Head and Neck Carcinoma, Other	NUT Midline Carcinoma of the Head and Neck		
ACH-001539	KML1	Lymphoid	Mature B-Cell Neoplasms	Germinal Center B-Cell Type		
ACH-000232	U251MG	CNS/Brain	Diffuse Glioma	Astrocytoma		
ACH-001532	JMURTK2	Kidney	Rhabdoid Cancer	Rhabdoid Cancer		
ACH-001537	KKU055	Biliary Tract	Intraductal Papillary Neoplasm of the Bile Duct	Intrahepatic Cholangiocarcinoma		
ACH-001854	MMNK1	Biliary Tract	Non-Cancerous	Immortalized Cholangiocyte, Highly Differentiated		
ACH-001538	KKU213	Biliary Tract	Intraductal Papillary Neoplasm of the Bile Duct	Intrahepatic Cholangiocarcinoma		
ACH-001608	NP2	CNS/Brain	Diffuse Glioma	Glioblastoma		
ACH-001609	NP3	CNS/Brain	Diffuse Glioma	Glioblastoma		
ACH-001536	KKU100	Biliary Tract	Intraductal Papillary Neoplasm of the Bile Duct	Extrahepatic Cholangiocarcinoma		
ACH-002283	NB5	Peripheral Nervous System	Neuroblastoma	Neuroblastoma		
ACH-001610	NP5	CNS/Brain	Diffuse Glioma	Glioblastoma		
ACH-001622	ONDA7	CNS/Brain	Diffuse Glioma	Glioblastoma		
ACH-001624	ONDA9	CNS/Brain	Diffuse Glioma	Glioblastoma		
ACH-001623	ONDA8	CNS/Brain	Diffuse Glioma	Glioblastoma		
ACH-001495	EMTOKA	Uterus	Endometrial Carcinoma	Uterine Carcinosarcoma/Uterine Malignant Mixed Mullerian Tumor		
ACH-001611	NP8	CNS/Brain	Diffuse Glioma	Glioblastoma		
ACH-000035	NCIH1650	Lung	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer		
ACH-000383	OE33	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Esophageal Adenocarcinoma		
ACH-001113	LC1SQSF	Lung	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma		
ACH-000705	LC1F	Lung	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma		
ACH-000261	RERFLCAI	Lung	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma		
ACH-002051	LU134A	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer		
ACH-002052	LU139	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer		
ACH-002038	HSKTC	Ovary/Fallopian Tube	Ovarian Cancer, Other	Ovarian Cancer, Other		
ACH-000672	IALM	Lung	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma		
ACH-002019	HOKUG	Cervix	Glassy Cell Carcinoma of the Cervix	Glassy Cell Carcinoma of the Cervix		
ACH-002026	HHUA	Uterus	Endometrial Carcinoma	Endometrial Carcinoma		
ACH-002027	HOUAI	Uterus	Endometrial Carcinoma	Endometrial Carcinoma		
ACH-002046	HTMMT	Uterus	Endometrial Carcinoma	Uterine Carcinosarcoma/Uterine Malignant Mixed Mullerian Tumor		
ACH-002041	HOTHC	Thyroid	Anaplastic Thyroid Cancer	Anaplastic Thyroid Cancer		
ACH-002070	HKBMM	CNS/Brain	Meningothelial Tumor	Meningioma		
ACH-000159	OSRC2	Kidney	Renal Cell Carcinoma	Renal Clear Cell Carcinoma		
ACH-000756	GI1	CNS/Brain	Diffuse Glioma	Gliosarcoma		
ACH-000305	ECGI10	Esophagus/Stomach	Esophageal Squamous Cell Carcinoma	Esophageal Squamous Cell Carcinoma		
ACH-000998	CW2	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma	MSI	
ACH-002044	HSQ89	Head and Neck	Head and Neck Squamous Cell Carcinoma	Sinonasal Squamous Cell Carcinoma		
ACH-002084	MMAC	Skin	Melanoma	Melanoma		
ACH-002033	HMMME	Pleura	Pleural Mesothelioma	Pleural Mesothelioma, Epithelioid Type		
ACH-002050	HTST	Other	Extra Gonadal Germ Cell Tumor	Extra Gonadal Germ Cell Tumor		
ACH-002047	HIRSBM	Uterus	Endometrial Carcinoma	Uterine Carcinosarcoma/Uterine Malignant Mixed Mullerian Tumor		
ACH-002024	ECC4	Bowel	Colorectal Adenocarcinoma	Rectal Adenocarcinoma		
ACH-000560	ECC10	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Small Cell Carcinoma of the Stomach		
ACH-000678	MKN7	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Tubular Stomach Adenocarcinoma		
ACH-000265	KP4	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma		
ACH-000225	ECC12	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Small Cell Carcinoma of the Stomach		
ACH-002042	T3M5	Head and Neck	Head and Neck Squamous Cell Carcinoma	Head and Neck Squamous Cell Carcinoma		
ACH-002021	T3M3	Uterus	Gestational Trophoblastic Disease	Choriocarcinoma		
ACH-000813	T3M10	Lung	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma		
ACH-000085	T3M4	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma		
ACH-002034	T3M11	Lung	Non-Small Cell Lung Cancer	NUT Carcinoma of the Lung		
ACH-002067	NOS1	Bone	Osteosarcoma	Osteosarcoma		
ACH-000458	CJM	Skin	Melanoma	Melanoma		
ACH-000255	LMSU	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Stomach Adenocarcinoma		
ACH-000949	TGBC11TKB	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Stomach Adenocarcinoma		
ACH-000189	RCC10RGB	Kidney	Renal Cell Carcinoma	Renal Cell Carcinoma		
ACH-002023	TGBC18TKB	Ampulla of Vater	Ampullary Carcinoma	Ampullary Carcinoma		
ACH-000239	HUG1N	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Tubular Stomach Adenocarcinoma		
ACH-002077	LU165	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer		
ACH-002025	TT1TKB	Bowel	Colorectal Adenocarcinoma	Rectal Adenocarcinoma		
ACH-002061	P2URK562	Myeloid	Myeloproliferative Neoplasms	Chronic Myeloid Leukemia, BCR-ABL1+		
ACH-000495	TUHR4TKB	Kidney	Renal Cell Carcinoma	Renal Cell Carcinoma		
ACH-000459	TUHR10TKB	Kidney	Renal Cell Carcinoma	Renal Clear Cell Carcinoma		
ACH-001862	TGBC52TKB	Ampulla of Vater	Ampullary Carcinoma	Ampullary Carcinoma		
ACH-001856	RBE	Biliary Tract	Intraductal Papillary Neoplasm of the Bile Duct	Intrahepatic Cholangiocarcinoma		
ACH-000671	HUH6	Liver	Hepatoblastoma	Hepatoblastoma		
ACH-000317	TUHR14TKB	Kidney	Renal Cell Carcinoma	Renal Cell Carcinoma		
ACH-002035	LCAM1	Lung	Non-Small Cell Lung Cancer	Poorly Differentiated Non-Small Cell Lung Cancer		
ACH-000397	TEN	Uterus	Endometrial Carcinoma	Uterine Clear Cell Carcinoma		
ACH-000507	KE39	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Stomach Adenocarcinoma		
ACH-000167	KE97	Lymphoid	Mature B-Cell Neoplasms	Plasma Cell Myeloma		
ACH-000324	JHOC5	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Clear Cell Ovarian Cancer		
ACH-000132	JHOS2	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	High-Grade Serous Ovarian Cancer		
ACH-000928	JHUEM1	Uterus	Endometrial Carcinoma	Endometrial Carcinoma		
ACH-001864	YSCCC	Biliary Tract	Intraductal Papillary Neoplasm of the Bile Duct	Intrahepatic Cholangiocarcinoma		
ACH-000909	JHUEM2	Uterus	Endometrial Carcinoma	Endometrial Carcinoma		
ACH-000173	JHUEM3	Uterus	Endometrial Carcinoma	Endometrial Carcinoma		
ACH-000237	JHOM1	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Mucinous Ovarian Cancer		
ACH-000993	JHUEM7	Uterus	Endometrial Carcinoma	Endometrial Carcinoma		
ACH-000584	JHOS4	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	High-Grade Serous Ovarian Cancer		
ACH-000333	JHOM2B	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Mucinous Ovarian Cancer		
ACH-002048	RMSYM	Soft Tissue	Rhabdomyosarcoma	Embryonal Rhabdomyosarcoma		
